,Study,Authors,Year,Source,City_Region,Country,Climate,Number_Participants,Male,Female,Age,Occupation,Anthropometric_Data,Health_Status,Clothing_Insulation,Clothing_Insulation2,Exposure_Time,Measure,Measure_Type,Metric,SA,TLow_C,THigh_C,TLow_F,THigh_F,PLow,PHigh
264,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Letter search,Visual Searching,RE,Accuracy,21.1,28.2,69.98,82.76,97.1,97.2
265,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Overlapping,Visual Searching,RE,Accuracy,18,21.1,64.4,69.98,94.8,96.4
266,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Overlapping,Visual Searching,RE,Accuracy,21.1,28.2,69.98,82.76,96.4,95.1
267,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Memory span,Short-Term Memory,RE,Accuracy,18,21.1,64.4,69.98,8.4,8.2
268,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Memory span,Short-Term Memory,RE,Accuracy,21.1,28.2,69.98,82.76,8.2,8.1
269,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Picture recognition,Recognition Memory,RE,Accuracy,18,21.1,64.4,69.98,87.8,86.4
270,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Picture recognition,Recognition Memory,RE,Accuracy,21.1,28.2,69.98,82.76,86.4,85.1
271,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Number calculation,Mathematical Reasoning,RE,Accuracy,18,21.1,64.4,69.98,95,94.6
272,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Number calculation,Mathematical Reasoning,RE,Accuracy,21.1,28.2,69.98,82.76,94.6,94.6
273,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Event sequence,Verbal Comprehension,RE,Accuracy,18,21.1,64.4,69.98,81.7,80.9
274,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Event sequence,Verbal Comprehension,RE,Accuracy,21.1,28.2,69.98,82.76,80.9,78.9
275,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Conditional reasoning,Deductive Reasoning,RE,Accuracy,18,21.1,64.4,69.98,74.3,74.8
276,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Conditional reasoning,Deductive Reasoning,RE,Accuracy,21.1,28.2,69.98,82.76,74.8,81.9
277,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Reading comprehension,Verbal Comprehension,RE,Accuracy,18,21.1,64.4,69.98,78.7,84.7
278,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Reading comprehension,Verbal Comprehension,RE,Accuracy,21.1,28.2,69.98,82.76,84.7,79.5
279,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Spatial image,Spatial Reasoning,RE,Accuracy,18,21.1,64.4,69.98,69.5,73.3
280,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Spatial image,Spatial Reasoning,RE,Accuracy,21.1,28.2,69.98,82.76,73.3,68.6
281,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Graphic abstracting,Spatial Reasoning,RE,Accuracy,18,21.1,64.4,69.98,85.2,88.7
282,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Graphic abstracting,Spatial Reasoning,RE,Accuracy,21.1,28.2,69.98,82.76,88.7,92.2
283,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Visual choice reaction time,Sustained Attention,RE,Accuracy,18,21.1,64.4,69.98,99.2,98.3
284,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Visual choice reaction time,Sustained Attention,RE,Accuracy,21.1,28.2,69.98,82.76,98.3,98
285,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Hand-eye coordination,Visual Motor Tracking,RE,Accuracy,18,21.1,64.4,69.98,4.9,5
286,09-LL,"Lan, Lian",2009,Building and Environment,NA,China,Continental,22,15,6,NA,Students,NO,NO,1.2,1.2,120,Hand-eye coordination,Visual Motor Tracking,RE,Accuracy,21.1,28.2,69.98,82.76,5,4.8
287,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Creative thinking,Creative Thinking,SC,Accuracy,22.2,25.9,71.96,78.62,0.94,1.14
288,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Creative thinking,Creative Thinking,SC,Accuracy,25.9,29.9,78.62,85.82,1.14,0.98
289,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Addition,Mathematical Reasoning,REER,Accuracy,22.2,25.9,71.96,78.62,96.6,94.4
290,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Addition,Mathematical Reasoning,REER,Accuracy,25.9,29.9,78.62,85.82,94.4,95.1
291,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,22.2,25.9,71.96,78.62,96.8,96.9
292,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,25.9,29.9,78.62,85.82,96.9,97.2
293,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,22.2,25.9,71.96,78.62,3.1,3.4
294,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,25.9,29.9,78.62,85.82,3.4,2.7
295,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Addition,Mathematical Reasoning,REER,Accuracy,22.3,25.8,72.14,78.44,95.4,96.6
296,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Addition,Mathematical Reasoning,REER,Accuracy,25.8,29.7,78.44,85.46,96.6,96.5
297,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,22.3,25.8,72.14,78.44,97.4,97.1
298,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,25.8,29.7,78.44,85.46,97.1,97
299,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,22.3,25.8,72.14,78.44,3.3,3
300,04-Wi,"Witterseh, Wyon, Clausen",2004,Indoor Air,Copenhagen,Denmark,Temperate,30,16,14,NA,NA,NO,YES,NA,0.42,180,Text typing,Simulated Work,REER,Accuracy,25.8,29.7,78.44,85.46,3,3
301,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Display monitoring with mathematical processing,Dual Task,FP,Accuracy,22,28,71.6,82.4,0.38,0.54
302,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Display monitoring with mathematical processing,Dual Task,FP,Accuracy,28,34,82.4,93.2,0.54,0.9
303,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Memory search with mathematical processing,Dual Task,RE,Accuracy,24.8,31,76.64,87.8,0.983,0.974
304,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Unstable tracking with memory search,Dual Task,RMSE,Accuracy,24.8,31,76.64,87.8,22.975,21.835
305,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Unstable tracking with memory search,Dual Task,NER,Accuracy,24.8,31,76.64,87.8,4.367,5.127
306,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Visual monitoring,Visual Tracking,NOL,Accuracy,22,28,71.6,82.4,0.135,0.187
307,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Visual monitoring,Visual Tracking,NOL,Accuracy,28,34,82.4,93.2,0.187,0.29
308,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Auditory discrimination,Short-Term Memory,RE,Accuracy,22,28,71.6,82.4,97.093,97.637
309,02-Va,"Vasmatzidis, Schlegel, Hancock",2002,Ergonomics,Oklahoma,USA,Temperate,12,12,0,25.8,Students,NO,YES,0.4,0.4,120,Auditory discrimination,Short-Term Memory,RE,Accuracy,28,34,82.4,93.2,97.637,95.77
310,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Reasoning ability,Deductive Reasoning,SC,Accuracy,20,25,68,77,13.9,14.33
311,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Associative learning,Short-Term Memory,SC,Accuracy,20,25,68,77,17.67,18.6
312,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Subsidiary numbers,Short-Term Memory,SC,Accuracy,20,25,68,77,39.17,39.87
313,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Numerical ability,Mathematical Reasoning,SC,Accuracy,20,25,68,77,86.3,91.39
314,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Running memory,Short-Term Memory,NER,Accuracy,20,25,68,77,8.36,8.03
315,87-Sh,"Sharma, Panwar",1987,International Journal of Biometeorology,Delhi,India,Temperate,53,53,0,NA,Soldiers,NO,NO,NA,0.14,180,Mental Alertness,Visual Tracking,SC,Accuracy,20,25,68,77,5.93,6.15
316,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,22,29,71.6,84.2,398.21,392.03
317,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29,35,84.2,95,392.03,389.48
318,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,22,29,71.6,84.2,383.78,357.12
319,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29,35,84.2,95,357.12,341.4
320,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Subsidiary numbers,Working Memory,NER,Accuracy,22,29,71.6,84.2,27.38,44.54
321,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Subsidiary numbers,Working Memory,NER,Accuracy,29,35,84.2,95,44.54,52.96
322,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Subsidiary numbers,Working Memory,NER,Accuracy,22,29,71.6,84.2,53.21,55.38
323,78-Be,Bell,1978,Human Factors,Colorado,USA,Dry,144,72,72,NA,Students,NO,NO,NA,NA,30,Subsidiary numbers,Working Memory,NER,Accuracy,29,35,84.2,95,55.38,78.13
324,78-Al,"Allen, Fischer",1978,Ergonomics,Washington,USA,Temperate,54,54,0,NA,Students,NO,YES,NA,0.45,NA,P-A learning and retention,Short-Term Memory,SP,Accuracy,22.2,27.8,71.96,82.04,4.8,2.9
325,78-Al,"Allen, Fischer",1978,Ergonomics,Washington,USA,Temperate,54,54,0,NA,Students,NO,YES,NA,0.45,NA,P-A learning and retention,Short-Term Memory,SP,Accuracy,27.8,33.3,82.04,91.94,2.9,2.1
326,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,SC,Accuracy,18.3,21.1,64.94,69.98,51.125,46.2
327,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,SC,Accuracy,21.1,23.7,69.98,74.66,46.2,37.775
328,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,SC,Accuracy,23.7,26.7,74.66,80.06,37.775,48.125
329,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,NER,Accuracy,18.3,21.1,64.94,69.98,16.65,18.9
330,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,NER,Accuracy,21.1,23.7,69.98,74.66,18.9,17.175
331,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Auditory inspection,Working Memory,NER,Accuracy,23.7,26.7,74.66,80.06,17.175,20.525
332,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Visual tracking,Visual Motor Tracking,SC,Accuracy,18.3,21.1,64.94,69.98,245.675,252.55
333,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Visual tracking,Visual Motor Tracking,SC,Accuracy,21.1,23.7,69.98,74.66,194.95,245.675
334,71-Gr,"Griffiths, Boyce",1971,Ergonomics,England,UK,Temperate,50,50,0,NA,Research officers,NO,NO,NA,0.43,NA,Visual tracking,Visual Motor Tracking,SC,Accuracy,23.7,26.7,74.66,80.06,233,194.95
335,62-Gi,"Givoni, Rim",1962,Ergonomics,Haifa,Israel,Temperate,4,NA,NA,NA,Students,NO,NO,NA,NA,120,Multiplication,Mathematical Reasoning,NER,Accuracy,24.6,27.9,76.28,82.22,8,7
336,62-Gi,"Givoni, Rim",1962,Ergonomics,Haifa,Israel,Temperate,4,NA,NA,NA,Students,NO,NO,NA,NA,120,Multiplication,Mathematical Reasoning,NER,Accuracy,27.9,34.3,82.22,93.74,7,6.5
337,58-Ch.1,Chiles,1958,Ergonomics,Ohio,USA,Continental,11,11,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,37.7,34.6
338,58-Ch.1,Chiles,1958,Ergonomics,Ohio,USA,Continental,11,11,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,34.6,37.1
339,58-Ch.1,Chiles,1958,Ergonomics,Ohio,USA,Continental,11,11,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,NER,Accuracy,29.4,32.2,84.92,89.96,10,10.4
340,58-Ch.1,Chiles,1958,Ergonomics,Ohio,USA,Continental,11,11,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,NER,Accuracy,32.2,35,89.96,95,10.4,11.3
341,58-Ch.2,Chiles,1958,Ergonomics,Ohio,USA,Continental,10,10,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,29.6,29.8
342,58-Ch.2,Chiles,1958,Ergonomics,Ohio,USA,Continental,10,10,0,NA,Students,NO,NO,NA,0.08,25,High speed decision taking,Visual Searching,NER,Accuracy,29.4,32.2,84.92,89.96,6.6,5.5
343,58-Pe.1,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,16,NA,NA,NA,Soldiers,NO,YES,NA,0.14,160,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,179,180
344,58-Pe.1,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,16,NA,NA,NA,Soldiers,NO,YES,NA,0.14,160,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,180,231
345,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,115,113
346,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,113,118
347,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,113,122
348,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,122,120
349,58-Pe.3,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,8,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,Visual watch-keeping,Sustained Attention,SC,Accuracy,23.9,32.2,75.02,89.96,13.5,9.4
350,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,23.6,20.1
351,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,20.1,22.2
352,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,37.2,35.5
353,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,35.5,35
354,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,54.4,53.7
355,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,53.7,54.5
356,54-Te,"Teichner, Wehrkamp",1954,Journal of Experimental Psychology,Massachusetts,USA,Temperate,30,30,0,NA,Soldiers,NO,NO,NA,0.54,NA,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,21.5,29.4,70.7,84.92,6.31,6.03
357,46-Ma,Mackworth,1946,British Journal of Industrial Medicine,Cambridge,UK,Temperate,11,11,0,NA,Wireless telegraphy operators,NO,YES,NA,0.14,180,Morse messages,Simulated Work,NER,Accuracy,29.4,32.2,84.92,89.96,12,11.5
358,46-Ma,Mackworth,1946,British Journal of Industrial Medicine,Cambridge,UK,Temperate,11,11,0,NA,Wireless telegraphy operators,NO,YES,NA,0.14,180,Morse messages,Simulated Work,NER,Accuracy,32.2,35,89.96,95,11.5,15.3
